Line Name,Measurement Type,Time,Value,Units
Strain 7,b2310,0.0,0.0,FPKM
Strain 7,b0864,0.0,0.0,FPKM
Strain 7,b2306,0.0,0.0,FPKM
Strain 7,b0860,0.0,0.0,FPKM
Strain 7,b1098,0.0,0.31413712550233325,FPKM
Strain 7,b2923,0.0,0.0,FPKM
Strain 7,b2147,0.0,0.0,FPKM
Strain 7,b2146,0.0,0.0,FPKM
Strain 7,b1238,0.0,0.0,FPKM
Strain 7,b4382,0.0,0.0,FPKM
Strain 7,b4384,0.0,0.0,FPKM
Strain 7,b2251,0.0,0.0,FPKM
Strain 7,b3640,0.0,0.268543767967245,FPKM
Strain 7,b0173,0.0,5.441697710816065,FPKM
Strain 7,b0420,0.0,5.198942399183086,FPKM
Strain 7,b0421,0.0,0.003142237820708482,FPKM
Strain 7,b0029,0.0,5.659083395788675,FPKM
Strain 7,b2232,0.0,0.0,FPKM
Strain 7,b3564,0.0,0.0,FPKM
Strain 7,b1779,0.0,352.6582404659876,FPKM
Strain 7,b2927,0.0,0.0023112291460611885,FPKM
Strain 7,b1590,0.0,0.0,FPKM
Strain 7,b1587,0.0,0.0,FPKM
Strain 7,b1588,0.0,0.0,FPKM
Strain 7,b0894,0.0,0.0,FPKM
Strain 7,b1589,0.0,0.0,FPKM
Strain 7,b0896,0.0,0.0,FPKM
Strain 7,b0895,0.0,0.0,FPKM
Strain 7,b3433,0.0,12.113837701714246,FPKM
Strain 7,b1873,0.0,0.0,FPKM
Strain 7,b1872,0.0,0.0,FPKM
Strain 7,b1288,0.0,2.1694182216723107e-05,FPKM
Strain 7,b4192,0.0,0.0,FPKM
Strain 7,b2803,0.0,0.0,FPKM
Strain 7,b2341,0.0,0.0,FPKM
Strain 7,b1850,0.0,0.0,FPKM
Strain 7,b1851,0.0,0.0,FPKM
Strain 7,b1054,0.0,0.0,FPKM
Strain 7,b1855,0.0,0.0,FPKM
Strain 7,b2378,0.0,0.0,FPKM
Strain 7,b2738,0.0,0.0,FPKM
Strain 7,b2800,0.0,0.0,FPKM
Strain 7,b2779,0.0,312.13592782228443,FPKM
Strain 7,b0583,0.0,0.0,FPKM
Strain 7,b0585,0.0,0.0,FPKM
Strain 7,b3622,0.0,0.0,FPKM
Strain 7,b3793,0.0,0.0,FPKM
Strain 7,b3785,0.0,0.0,FPKM
Strain 7,b3792,0.0,0.0,FPKM
Strain 7,b2440,0.0,0.0,FPKM
Strain 7,b2441,0.0,0.0,FPKM
Strain 7,b0475,0.0,0.002590456282412141,FPKM
Strain 7,b3894,0.0,0.0,FPKM
Strain 7,b1475,0.0,0.0,FPKM
Strain 7,b3892,0.0,0.0,FPKM
Strain 7,b1476,0.0,0.0,FPKM
Strain 7,b3893,0.0,0.0,FPKM
Strain 7,b1474,0.0,0.0,FPKM
Strain 7,b0825,0.0,0.0,FPKM
Strain 7,b3946,0.0,0.0,FPKM
Strain 7,b0822,0.0,0.0,FPKM
Strain 7,b2489,0.0,0.0,FPKM
Strain 7,b2484,0.0,0.0,FPKM
Strain 7,b2482,0.0,0.0,FPKM
Strain 7,b2481,0.0,0.0,FPKM
Strain 7,b2719,0.0,0.0,FPKM
Strain 7,b2488,0.0,0.0,FPKM
Strain 7,b2485,0.0,0.0,FPKM
Strain 7,b2487,0.0,0.0,FPKM
Strain 7,b2724,0.0,0.0,FPKM
Strain 7,b2486,0.0,0.0,FPKM
Strain 7,b2720,0.0,0.0,FPKM
Strain 7,b4079,0.0,0.0,FPKM
Strain 7,b2722,0.0,0.0,FPKM
Strain 7,b2721,0.0,0.0,FPKM
Strain 7,b2490,0.0,0.0,FPKM
Strain 7,b2483,0.0,0.0,FPKM
Strain 7,b2723,0.0,0.0,FPKM
Strain 7,b3924,0.0,0.3427875500748782,FPKM
Strain 7,b2895,0.0,0.3463708684592345,FPKM
Strain 7,b0684,0.0,0.30479079343144283,FPKM
Strain 7,b3666,0.0,0.0,FPKM
Strain 7,b2764,0.0,2.9423672045797824,FPKM
Strain 7,b3844,0.0,0.0,FPKM
Strain 7,b2763,0.0,2.843246631983057,FPKM
Strain 7,b3288,0.0,0.0,FPKM
Strain 7,b0025,0.0,0.002521033119283937,FPKM
Strain 7,b0937,0.0,0.0,FPKM
Strain 7,b0404,0.0,0.0,FPKM
Strain 7,b2912,0.0,0.0,FPKM
Strain 7,b2374,0.0,0.0,FPKM
Strain 7,b0935,0.0,0.0,FPKM
Strain 7,b0904,0.0,2.0211986592028843,FPKM
Strain 7,b2492,0.0,2.2234712344834273,FPKM
Strain 7,b4153,0.0,0.0,FPKM
Strain 7,b4152,0.0,0.0,FPKM
Strain 7,b4154,0.0,0.0,FPKM
Strain 7,b4151,0.0,0.0,FPKM
Strain 7,b2168,0.0,0.0,FPKM
Strain 7,b3371,0.0,0.0,FPKM
Strain 7,b4474,0.0,0.0,FPKM
Strain 7,b3374,0.0,0.0,FPKM
Strain 7,b3370,0.0,0.0,FPKM
Strain 7,b4321,0.0,0.0,FPKM
Strain 7,b0452,0.0,0.0,FPKM
Strain 7,b2167,0.0,0.0,FPKM
Strain 7,b2169,0.0,0.0,FPKM
Strain 7,b1232,0.0,0.0,FPKM
Strain 7,b2801,0.0,0.0,FPKM
Strain 7,b1612,0.0,23.394903046885204,FPKM
