Line Name,Measurement Type,Time,Value,Units
Best Strain,P0AE76,0.0,0.0,proteins/cell
Best Strain,P0A9Q5,0.0,0.05179073368990493,proteins/cell
Best Strain,P0ABD5,0.0,0.05485590419696403,proteins/cell
Best Strain,P0ABD8,0.0,0.053647940235574676,proteins/cell
Best Strain,P24182,0.0,0.053735422224927214,proteins/cell
Best Strain,P27550,0.0,0.0,proteins/cell
Best Strain,P0A953,0.0,1.343734365534639e-06,proteins/cell
Best Strain,P0AAI5,0.0,0.0,proteins/cell
Best Strain,P75959,0.0,0.0,proteins/cell
Best Strain,P0AC78,0.0,0.0,proteins/cell
Best Strain,P0AA04,0.0,0.0,proteins/cell
Best Strain,P09323,0.0,0.0,proteins/cell
Best Strain,P69783,0.0,0.0,proteins/cell
Best Strain,P69786,0.0,11.220271918384377,proteins/cell
Best Strain,P08839,0.0,0.0,proteins/cell
Best Strain,P0A6C8,0.0,0.20508076294641048,proteins/cell
Best Strain,P0A6C5,0.0,0.20482467730564616,proteins/cell
Best Strain,P08142,0.0,0.5893462049748213,proteins/cell
Best Strain,P0ADF8,0.0,0.6386955004600158,proteins/cell
Best Strain,P00894,0.0,0.632190267316141,proteins/cell
Best Strain,P00893,0.0,0.5691742259377072,proteins/cell
Best Strain,P0A6A3,0.0,1.2622057841107326,proteins/cell
Best Strain,P11868,0.0,0.0,proteins/cell
Best Strain,P33221,0.0,0.0,proteins/cell
Best Strain,P76535,0.0,0.0,proteins/cell
Best Strain,P27836,0.0,0.0,proteins/cell
Best Strain,P69801,0.0,0.0,proteins/cell
Best Strain,P69805,0.0,0.0,proteins/cell
Best Strain,P69797,0.0,0.0,proteins/cell
Best Strain,P77272,0.0,0.0,proteins/cell
Best Strain,P0C7L2,0.0,0.0,proteins/cell
Best Strain,P41036,0.0,0.0,proteins/cell
Best Strain,P77737,0.0,0.0,proteins/cell
Best Strain,P76027,0.0,0.0,proteins/cell
Best Strain,P0AFH2,0.0,0.0,proteins/cell
Best Strain,P77348,0.0,0.0,proteins/cell
Best Strain,P0AFH6,0.0,0.0,proteins/cell
Best Strain,P46883,0.0,0.0,proteins/cell
Best Strain,P69856,0.0,0.0,proteins/cell
Best Strain,P0A6L4,0.0,0.0,proteins/cell
Best Strain,Q47146,0.0,0.0,proteins/cell
Best Strain,P00934,0.0,0.3620530189888955,proteins/cell
Best Strain,P76008,0.0,0.0,proteins/cell
Best Strain,P23843,0.0,0.0,proteins/cell
Best Strain,P0A9P9,0.0,0.0,proteins/cell
Best Strain,P0A6R0,0.0,1.4241232394076373e-06,proteins/cell
Best Strain,P39344,0.0,0.0,proteins/cell
Best Strain,P23908,0.0,0.0,proteins/cell
Best Strain,P0ADV9,0.0,0.0,proteins/cell
Best Strain,P0ADC6,0.0,0.0,proteins/cell
Best Strain,P0AF98,0.0,0.0,proteins/cell
Best Strain,P0ADV1,0.0,0.0,proteins/cell
Best Strain,P0A9V1,0.0,0.0,proteins/cell
Best Strain,P76145,0.0,0.0,proteins/cell
Best Strain,P25516,0.0,1.1862623681279219,proteins/cell
Best Strain,P36683,0.0,0.0,proteins/cell
Best Strain,P18335,0.0,0.22730330237996518,proteins/cell
Best Strain,P77581,0.0,0.0,proteins/cell
Best Strain,P27247,0.0,0.0,proteins/cell
Best Strain,P75949,0.0,0.0,proteins/cell
Best Strain,P0AE16,0.0,0.0,proteins/cell
Best Strain,P67910,0.0,0.0,proteins/cell
Best Strain,P60651,0.0,0.0,proteins/cell
Best Strain,P24224,0.0,0.0,proteins/cell
Best Strain,P37623,0.0,0.0,proteins/cell
Best Strain,P26647,0.0,0.0,proteins/cell
Best Strain,P31125,0.0,0.0,proteins/cell
Best Strain,P38101,0.0,0.0,proteins/cell
Best Strain,P11446,0.0,0.20566050291317153,proteins/cell
Best Strain,P32705,0.0,0.0,proteins/cell
Best Strain,P22333,0.0,0.0,proteins/cell
Best Strain,P28305,0.0,0.0004668643138319375,proteins/cell
Best Strain,P77211,0.0,0.0,proteins/cell
Best Strain,P38054,0.0,0.0,proteins/cell
Best Strain,P77214,0.0,0.0,proteins/cell
Best Strain,P77239,0.0,0.0,proteins/cell
Best Strain,P00903,0.0,0.0004271184612754301,proteins/cell
Best Strain,P05041,0.0,0.0,proteins/cell
Best Strain,P15639,0.0,0.6056388372426914,proteins/cell
Best Strain,P15977,0.0,0.0,proteins/cell
Best Strain,P09029,0.0,0.514592654375958,proteins/cell
Best Strain,P0AG18,0.0,0.4629590107400412,proteins/cell
Best Strain,P0A9P0,0.0,6.767611221840592,proteins/cell
Best Strain,P0AFG3,0.0,0.0,proteins/cell
Best Strain,P0AFG6,0.0,0.0,proteins/cell
Best Strain,P0AEX3,0.0,0.0,proteins/cell
Best Strain,P77790,0.0,0.0,proteins/cell
Best Strain,P77308,0.0,0.0,proteins/cell
Best Strain,P76128,0.0,0.0,proteins/cell
Best Strain,P23847,0.0,0.0,proteins/cell
Best Strain,P0AAG0,0.0,0.0,proteins/cell
Best Strain,P77622,0.0,0.0,proteins/cell
Best Strain,P77463,0.0,0.0,proteins/cell
Best Strain,P37313,0.0,0.0,proteins/cell
Best Strain,P0AEF8,0.0,0.0,proteins/cell
Best Strain,P0AEG1,0.0,0.0,proteins/cell
Best Strain,P77268,0.0,0.0,proteins/cell
Best Strain,P31441,0.0,0.0,proteins/cell
Best Strain,P31466,0.0,0.0,proteins/cell
Best Strain,P0AGM9,0.0,0.0,proteins/cell
Best Strain,P69441,0.0,0.0,proteins/cell
Best Strain,P0A7F6,0.0,0.0,proteins/cell
Best Strain,P00936,0.0,0.0,proteins/cell
Best Strain,P07862,0.0,0.01838053999881977,proteins/cell
Best Strain,P0A6J8,0.0,0.017063259015760113,proteins/cell
Best Strain,P51981,0.0,0.0,proteins/cell
Best Strain,P0A6B4,0.0,0.027171869587137902,proteins/cell
Best Strain,P29012,0.0,0.029491872932208122,proteins/cell
Best Strain,P22564,0.0,0.0,proteins/cell
Best Strain,P0AFF2,0.0,0.0,proteins/cell
Best Strain,P0AFF4,0.0,0.0,proteins/cell
Best Strain,P45562,0.0,0.0,proteins/cell
Best Strain,P0A927,0.0,0.0,proteins/cell
Best Strain,P36561,0.0,0.0,proteins/cell
Best Strain,P75823,0.0,0.0,proteins/cell
Best Strain,P0A825,0.0,0.0,proteins/cell
Best Strain,P77434,0.0,0.40145976970051317,proteins/cell
Best Strain,P0A959,0.0,0.41155617185530935,proteins/cell
Best Strain,P00957,0.0,0.0,proteins/cell
Best Strain,P0AEX7,0.0,0.0,proteins/cell
Best Strain,P0AD96,0.0,0.0,proteins/cell
Best Strain,P22729,0.0,0.0,proteins/cell
Best Strain,P0A9S7,0.0,0.0,proteins/cell
Best Strain,P22731,0.0,0.0,proteins/cell
Best Strain,P0AAE0,0.0,0.0,proteins/cell
Best Strain,P06609,0.0,0.0,proteins/cell
Best Strain,P06611,0.0,0.0,proteins/cell
Best Strain,P37028,0.0,0.0,proteins/cell
Best Strain,P0ABU7,0.0,0.0,proteins/cell
Best Strain,P06129,0.0,0.0,proteins/cell
Best Strain,P0ABV2,0.0,0.0,proteins/cell
Best Strain,P02929,0.0,0.0,proteins/cell
Best Strain,P30143,0.0,0.0,proteins/cell
Best Strain,P25437,0.0,0.0,proteins/cell
Best Strain,P39451,0.0,0.0,proteins/cell
Best Strain,P45799,0.0,0.0,proteins/cell
Best Strain,Q93K97,0.0,0.0,proteins/cell
Best Strain,P69503,0.0,0.0004856616839382956,proteins/cell
Best Strain,P0A6J1,0.0,0.1582152889097797,proteins/cell
Best Strain,P0AB89,0.0,0.4929958382402613,proteins/cell
Best Strain,P0A7D4,0.0,0.18640497673007814,proteins/cell
Best Strain,P0AF18,0.0,0.0,proteins/cell
Best Strain,P80668,0.0,0.0,proteins/cell
Best Strain,P23883,0.0,0.0,proteins/cell
Best Strain,P0A761,0.0,0.0,proteins/cell
Best Strain,P37685,0.0,0.0,proteins/cell
Best Strain,P13016,0.0,0.0,proteins/cell
Best Strain,P63883,0.0,0.0,proteins/cell
Best Strain,P26365,0.0,0.0,proteins/cell
Best Strain,P36548,0.0,0.0,proteins/cell
Best Strain,P32718,0.0,0.0,proteins/cell
Best Strain,P37351,0.0,1.7078632824580018,proteins/cell
Best Strain,P77425,0.0,0.18393198139244415,proteins/cell
Best Strain,P77671,0.0,0.1944817668012788,proteins/cell
Best Strain,P75712,0.0,0.0,proteins/cell
Best Strain,P45425,0.0,0.0,proteins/cell
Best Strain,P32719,0.0,0.0,proteins/cell
Best Strain,P12995,0.0,1.29603381935384e-06,proteins/cell
Best Strain,P32721,0.0,0.0,proteins/cell
Best Strain,P39265,0.0,0.0,proteins/cell
Best Strain,P32720,0.0,0.0,proteins/cell
Best Strain,P0A887,0.0,0.0,proteins/cell
Best Strain,P69776,0.0,0.0,proteins/cell
Best Strain,P23930,0.0,0.0,proteins/cell
Best Strain,P69822,0.0,0.0,proteins/cell
Best Strain,P69820,0.0,0.0,proteins/cell
Best Strain,P39301,0.0,0.0,proteins/cell
Best Strain,P30136,0.0,0.0001433718962363241,proteins/cell
Best Strain,Q46857,0.0,0.0,proteins/cell
Best Strain,P76234,0.0,0.0,proteins/cell
Best Strain,P30863,0.0,0.0,proteins/cell
Best Strain,Q46851,0.0,0.0,proteins/cell
Best Strain,P0A9S5,0.0,0.0,proteins/cell
Best Strain,P0A962,0.0,0.0,proteins/cell
Best Strain,P37595,0.0,0.0,proteins/cell
Best Strain,P00805,0.0,0.0,proteins/cell
Best Strain,P0AE12,0.0,0.0,proteins/cell
Best Strain,P22106,0.0,0.0,proteins/cell
Best Strain,P42604,0.0,0.0,proteins/cell
Best Strain,P00963,0.0,0.1747220069848625,proteins/cell
Best Strain,P37095,0.0,0.0,proteins/cell
Best Strain,P04825,0.0,0.0,proteins/cell
Best Strain,P68767,0.0,0.0,proteins/cell
Best Strain,P15288,0.0,0.0,proteins/cell
Best Strain,P0A8M0,0.0,0.0,proteins/cell
Best Strain,P77610,0.0,0.0,proteins/cell
Best Strain,P0AB93,0.0,0.0,proteins/cell
Best Strain,P0A790,0.0,0.00039522526277299864,proteins/cell
Best Strain,P0A7F3,0.0,0.20369685978677415,proteins/cell
Best Strain,P0A786,0.0,0.22227289486776758,proteins/cell
Best Strain,P00562,0.0,0.48303868510403786,proteins/cell
Best Strain,P08660,0.0,0.6816920448570659,proteins/cell
Best Strain,P00561,0.0,0.44388825629977313,proteins/cell
Best Strain,P10902,0.0,0.001537317709137267,proteins/cell
Best Strain,P77570,0.0,0.0,proteins/cell
Best Strain,P00904,0.0,0.03871487805611566,proteins/cell
Best Strain,P00895,0.0,0.039083251565500535,proteins/cell
Best Strain,P12998,0.0,1.2833302498378293e-06,proteins/cell
Best Strain,P0AC38,0.0,0.0,proteins/cell
Best Strain,P21179,0.0,0.0,proteins/cell
Best Strain,P13029,0.0,0.0,proteins/cell
Best Strain,P00509,0.0,0.08461064857475066,proteins/cell
Best Strain,P05637,0.0,0.0,proteins/cell
Best Strain,P21889,0.0,0.0,proteins/cell
Best Strain,P45394,0.0,0.0036352188817256547,proteins/cell
Best Strain,P0A9H5,0.0,0.0,proteins/cell
Best Strain,P0A8N5,0.0,0.0,proteins/cell
Best Strain,P37902,0.0,0.0,proteins/cell
Best Strain,P0AER3,0.0,0.0,proteins/cell
Best Strain,P0AER5,0.0,0.0,proteins/cell
Best Strain,P0AAG3,0.0,0.0,proteins/cell
Best Strain,P0A830,0.0,0.0,proteins/cell
Best Strain,P0ABN5,0.0,0.0,proteins/cell
Best Strain,P0ABN9,0.0,0.0,proteins/cell
Best Strain,P21345,0.0,0.0,proteins/cell
Best Strain,P09158,0.0,0.0,proteins/cell
Best Strain,Q46807,0.0,0.40927993282797726,proteins/cell
Best Strain,P37306,0.0,0.4039935056858172,proteins/cell
Best Strain,P77624,0.0,0.3946823552400192,proteins/cell
Best Strain,P0A6F1,0.0,0.0,proteins/cell
Best Strain,P00968,0.0,0.0,proteins/cell
Best Strain,P0AB96,0.0,0.0,proteins/cell
Best Strain,P0AC59,0.0,0.0,proteins/cell
Best Strain,P0AE37,0.0,0.0,proteins/cell
Best Strain,P39831,0.0,0.0,proteins/cell
Best Strain,P77756,0.0,0.0,proteins/cell
Best Strain,P37617,0.0,0.0,proteins/cell
Best Strain,P75757,0.0,0.0,proteins/cell
Best Strain,P69380,0.0,0.0,proteins/cell
Best Strain,P60757,0.0,0.06375789835892429,proteins/cell
Best Strain,P60782,0.0,0.0,proteins/cell
Best Strain,P0AB98,0.0,31.122255059318555,proteins/cell
Best Strain,P0ABA4,0.0,32.507455503653404,proteins/cell
Best Strain,P0A6E6,0.0,32.49605822125408,proteins/cell
Best Strain,P0ABC0,0.0,32.838524279436406,proteins/cell
Best Strain,P0ABA0,0.0,29.471955643000758,proteins/cell
Best Strain,P0ABB4,0.0,30.67724459545676,proteins/cell
Best Strain,P68699,0.0,32.92993535213639,proteins/cell
Best Strain,P0ABA6,0.0,32.778722813244634,proteins/cell
Best Strain,P0ABB0,0.0,33.486020773413344,proteins/cell
Best Strain,P17445,0.0,0.0,proteins/cell
Best Strain,P0A8H3,0.0,0.00024787163838621795,proteins/cell
Best Strain,P06282,0.0,0.0,proteins/cell
Best Strain,Q46920,0.0,0.0,proteins/cell
Best Strain,P12281,0.0,0.0,proteins/cell
Best Strain,P32173,0.0,0.0,proteins/cell
Best Strain,P32125,0.0,0.0,proteins/cell
Best Strain,P22255,0.0,0.14884343323745078,proteins/cell
Best Strain,P20099,0.0,0.0,proteins/cell
Best Strain,P62615,0.0,0.3341826109043678,proteins/cell
Best Strain,P12996,0.0,1.3404169091392414e-06,proteins/cell
Best Strain,P0A9H7,0.0,0.0,proteins/cell
Best Strain,Q47539,0.0,0.0,proteins/cell
Best Strain,P75851,0.0,0.0,proteins/cell
Best Strain,Q47537,0.0,0.0,proteins/cell
Best Strain,P75853,0.0,0.0,proteins/cell
Best Strain,Q47538,0.0,0.0,proteins/cell
Best Strain,P0AAI1,0.0,0.0,proteins/cell
Best Strain,P33359,0.0,0.0,proteins/cell
Best Strain,P33361,0.0,0.0,proteins/cell
Best Strain,P33362,0.0,0.0,proteins/cell
Best Strain,P33360,0.0,0.0,proteins/cell
Best Strain,P0ABC9,0.0,0.0,proteins/cell
Best Strain,P0ABD1,0.0,0.0,proteins/cell
Best Strain,P31801,0.0,0.0,proteins/cell
Best Strain,P0AAE8,0.0,0.0,proteins/cell
Best Strain,P17444,0.0,0.0,proteins/cell
Best Strain,P0A9J8,0.0,0.125072610240595,proteins/cell
Best Strain,P07023,0.0,0.09509976083011873,proteins/cell
Best Strain,P12008,0.0,0.23338729003102085,proteins/cell
Best Strain,P26602,0.0,0.00015699668261333986,proteins/cell
Best Strain,P0ABR5,0.0,0.0,proteins/cell
Best Strain,P0ABW0,0.0,0.0,proteins/cell
Best Strain,Q47140,0.0,0.0,proteins/cell
Best Strain,P77650,0.0,0.0,proteins/cell
Best Strain,P69330,0.0,0.0,proteins/cell
Best Strain,P0A6G5,0.0,0.0,proteins/cell
Best Strain,P0A9I1,0.0,0.0,proteins/cell
Best Strain,P75726,0.0,0.0,proteins/cell
Best Strain,P76175,0.0,0.001865975072159597,proteins/cell
Best Strain,P37019,0.0,0.001641854004527216,proteins/cell
Best Strain,P0AE74,0.0,0.0,proteins/cell
Best Strain,P0AE06,0.0,0.0,proteins/cell
Best Strain,P31224,0.0,0.0,proteins/cell
Best Strain,P02930,0.0,0.0,proteins/cell
Best Strain,P24177,0.0,0.0,proteins/cell
Best Strain,P0AA84,0.0,0.0,proteins/cell
Best Strain,P0A6H8,0.0,0.0,proteins/cell
Best Strain,P0ABI4,0.0,0.00020356937016392622,proteins/cell
Best Strain,P76445,0.0,0.0,proteins/cell
Best Strain,P60752,0.0,0.0,proteins/cell
Best Strain,P0AB65,0.0,0.0,proteins/cell
Best Strain,P23857,0.0,0.0,proteins/cell
Best Strain,P07821,0.0,0.0,proteins/cell
Best Strain,P07822,0.0,0.0,proteins/cell
Best Strain,P06972,0.0,0.0,proteins/cell
Best Strain,P16869,0.0,0.0,proteins/cell
Best Strain,P65870,0.0,0.0,proteins/cell
Best Strain,P0A738,0.0,0.00015978708170194756,proteins/cell
Best Strain,P30745,0.0,0.00015908876068089056,proteins/cell
Best Strain,P00816,0.0,0.0,proteins/cell
Best Strain,P17583,0.0,0.0,proteins/cell
Best Strain,P76316,0.0,0.0,proteins/cell
Best Strain,P06721,0.0,0.10711327171682444,proteins/cell
Best Strain,P0A853,0.0,0.040295905068626896,proteins/cell
Best Strain,P0ABK5,0.0,0.17025464911621002,proteins/cell
Best Strain,P16703,0.0,0.16471626443421736,proteins/cell
Best Strain,Q46925,0.0,0.0,proteins/cell
Best Strain,P36553,0.0,0.00015418059302957246,proteins/cell
Best Strain,P32131,0.0,0.0,proteins/cell
Best Strain,P31572,0.0,0.0,proteins/cell
Best Strain,P31552,0.0,0.0,proteins/cell
Best Strain,P31551,0.0,0.0,proteins/cell
Best Strain,P23256,0.0,0.10461014854748184,proteins/cell
Best Strain,P25539,0.0,0.0002842332539431645,proteins/cell
Best Strain,P21888,0.0,0.0,proteins/cell
Best Strain,P23886,0.0,0.0,proteins/cell
Best Strain,P29018,0.0,0.0,proteins/cell
Best Strain,P08202,0.0,0.0,proteins/cell
Best Strain,P14175,0.0,0.0,proteins/cell
Best Strain,P0AFM2,0.0,0.0,proteins/cell
Best Strain,P14176,0.0,0.0,proteins/cell
Best Strain,P26458,0.0,0.0,proteins/cell
Best Strain,P26459,0.0,0.0,proteins/cell
Best Strain,P0ABJ9,0.0,0.0,proteins/cell
Best Strain,P0ABK2,0.0,0.0,proteins/cell
Best Strain,P0ABJ3,0.0,18.959991095185416,proteins/cell
Best Strain,P0ABI8,0.0,20.796067540444376,proteins/cell
Best Strain,P0ABJ6,0.0,19.120500769493905,proteins/cell
Best Strain,P0ABJ1,0.0,19.917253773241853,proteins/cell
Best Strain,P0ABF6,0.0,0.0,proteins/cell
Best Strain,P0C0L7,0.0,0.0034641817855711465,proteins/cell
Best Strain,P31553,0.0,0.0,proteins/cell
Best Strain,P41409,0.0,0.0,proteins/cell
Best Strain,P33022,0.0,0.0,proteins/cell
Best Strain,P0A8F4,0.0,0.0,proteins/cell
Best Strain,P0ABH7,0.0,1.2922373385798667,proteins/cell
Best Strain,P25524,0.0,0.0,proteins/cell
Best Strain,P0AA82,0.0,0.0,proteins/cell
Best Strain,P0A6I0,0.0,0.23989731527179334,proteins/cell
Best Strain,Q46839,0.0,0.0,proteins/cell
Best Strain,P33231,0.0,0.0,proteins/cell
Best Strain,P21177,0.0,0.0,proteins/cell
Best Strain,P0A6J5,0.0,0.0,proteins/cell
Best Strain,P0ABN1,0.0,0.0,proteins/cell
Best Strain,P0A7E5,0.0,0.11335768074783825,proteins/cell
Best Strain,P36649,0.0,0.0,proteins/cell
Best Strain,Q59385,0.0,0.0,proteins/cell
Best Strain,P0A6V5,0.0,0.0,proteins/cell
Best Strain,P10384,0.0,0.0,proteins/cell
Best Strain,P66899,0.0,0.0,proteins/cell
Best Strain,P00861,0.0,0.22742201200955953,proteins/cell
Best Strain,P0A6K1,0.0,0.22576734954907954,proteins/cell
Best Strain,P31459,0.0,0.0,proteins/cell
Best Strain,P0A712,0.0,0.0,proteins/cell
Best Strain,P37647,0.0,0.0,proteins/cell
Best Strain,P0AB91,0.0,0.2597387979659641,proteins/cell
Best Strain,P00887,0.0,0.2504940879223554,proteins/cell
Best Strain,P00888,0.0,0.265130179756419,proteins/cell
Best Strain,P0ABG1,0.0,0.0,proteins/cell
Best Strain,Q6BF16,0.0,0.0,proteins/cell
Best Strain,P60546,0.0,0.16554570084423534,proteins/cell
Best Strain,P24241,0.0,0.0,proteins/cell
Best Strain,P08722,0.0,0.0,proteins/cell
Best Strain,P76082,0.0,0.0,proteins/cell
Best Strain,P0A7J0,0.0,0.0005623811195740715,proteins/cell
Best Strain,P05791,0.0,0.18820431790156228,proteins/cell
Best Strain,P76015,0.0,0.0,proteins/cell
Best Strain,P37349,0.0,0.0,proteins/cell
Best Strain,P76014,0.0,0.0,proteins/cell
Best Strain,P13000,0.0,1.3204364128760896e-06,proteins/cell
Best Strain,P17411,0.0,0.0,proteins/cell
Best Strain,P0AAF3,0.0,0.0,proteins/cell
Best Strain,P02924,0.0,0.0,proteins/cell
Best Strain,P0AE26,0.0,0.0,proteins/cell
Best Strain,P15047,0.0,0.0,proteins/cell
Best Strain,P10378,0.0,0.0,proteins/cell
Best Strain,P0CI31,0.0,0.0,proteins/cell
Best Strain,P28248,0.0,0.0,proteins/cell
Best Strain,P0ABR9,0.0,0.0,proteins/cell
Best Strain,P0AE24,0.0,0.0,proteins/cell
Best Strain,P04036,0.0,0.24069403089962468,proteins/cell
Best Strain,P0A6L2,0.0,0.2343568475587762,proteins/cell
Best Strain,P31122,0.0,0.0,proteins/cell
Best Strain,P0ABQ4,0.0,0.017776813951280758,proteins/cell
Best Strain,P0AFS3,0.0,0.0,proteins/cell
Best Strain,P08192,0.0,0.00043596684670524024,proteins/cell
Best Strain,P32166,0.0,0.0,proteins/cell
Best Strain,P0ABU0,0.0,0.0,proteins/cell
Best Strain,P08337,0.0,0.0,proteins/cell
Best Strain,P0AFC0,0.0,0.0,proteins/cell
Best Strain,P60061,0.0,0.0,proteins/cell
Best Strain,P37672,0.0,0.0,proteins/cell
Best Strain,P0A8Z3,0.0,0.0,proteins/cell
Best Strain,P0AC16,0.0,0.0,proteins/cell
Best Strain,P28629,0.0,0.0,proteins/cell
Best Strain,P21170,0.0,0.0,proteins/cell
Best Strain,P0A7E1,0.0,0.0,proteins/cell
Best Strain,P0AAE5,0.0,0.0,proteins/cell
Best Strain,P05020,0.0,0.23513040181767778,proteins/cell
Best Strain,P0A6I9,0.0,0.00036332767932494383,proteins/cell
Best Strain,P05793,0.0,0.19708650545351813,proteins/cell
Best Strain,P0A9J4,0.0,0.0004039986953804497,proteins/cell
Best Strain,P0A6L0,0.0,0.0,proteins/cell
Best Strain,P0A6M2,0.0,0.0,proteins/cell
Best Strain,P0AEG4,0.0,0.0,proteins/cell
Best Strain,P11447,0.0,0.20939647682596518,proteins/cell
Best Strain,P0AC13,0.0,0.00045771807061242896,proteins/cell
Best Strain,P0AEG6,0.0,0.0,proteins/cell
Best Strain,P0AGG4,0.0,0.0,proteins/cell
Best Strain,P36655,0.0,0.0,proteins/cell
Best Strain,P0AA25,0.0,0.0,proteins/cell
Best Strain,P38489,0.0,0.0,proteins/cell
Best Strain,P0A6E4,0.0,0.1971046172323792,proteins/cell
Best Strain,P0AC19,0.0,0.0,proteins/cell
Best Strain,P07639,0.0,0.23862723925654705,proteins/cell
Best Strain,P77202,0.0,0.0,proteins/cell
Best Strain,P05194,0.0,0.2599088890410097,proteins/cell
Best Strain,P11875,0.0,0.0,proteins/cell
Best Strain,P14407,0.0,1.3757871601464062,proteins/cell
Best Strain,P52094,0.0,0.0,proteins/cell
Best Strain,P0AE34,0.0,0.0,proteins/cell
Best Strain,P30859,0.0,0.0,proteins/cell
Best Strain,P0AE30,0.0,0.0,proteins/cell
Best Strain,P0AEU3,0.0,0.0,proteins/cell
Best Strain,P09551,0.0,0.0,proteins/cell
Best Strain,P0AAF6,0.0,0.0,proteins/cell
Best Strain,P07109,0.0,0.0,proteins/cell
Best Strain,P30860,0.0,0.0,proteins/cell
Best Strain,P0A720,0.0,0.018005172511052773,proteins/cell
Best Strain,P11667,0.0,0.0,proteins/cell
Best Strain,P25889,0.0,0.0,proteins/cell
Best Strain,P76440,0.0,0.0,proteins/cell
Best Strain,P23331,0.0,0.0,proteins/cell
Best Strain,P07650,0.0,0.0,proteins/cell
Best Strain,P0ABP8,0.0,0.0,proteins/cell
Best Strain,P52006,0.0,0.0,proteins/cell
Best Strain,P06968,0.0,0.01629629581839588,proteins/cell
Best Strain,P45568,0.0,0.3226807551257978,proteins/cell
Best Strain,P77488,0.0,0.30699908861901515,proteins/cell
Best Strain,P22939,0.0,0.00018338424827833935,proteins/cell
Best Strain,P62623,0.0,0.3001912651094764,proteins/cell
Best Strain,P17993,0.0,0.0,proteins/cell
Best Strain,P09099,0.0,0.0,proteins/cell
Best Strain,P0A9B2,0.0,22.28933602910304,proteins/cell
Best Strain,P0A9B6,0.0,0.00014069773425449064,proteins/cell
Best Strain,P76173,0.0,0.0,proteins/cell
Best Strain,P77374,0.0,0.0,proteins/cell
Best Strain,P77783,0.0,0.0,proteins/cell
Best Strain,P18775,0.0,0.0,proteins/cell
Best Strain,P0AAJ1,0.0,0.0,proteins/cell
Best Strain,P18777,0.0,0.0,proteins/cell
Best Strain,P18776,0.0,0.0,proteins/cell
Best Strain,P0A9Q9,0.0,0.7094047959419552,proteins/cell
Best Strain,P52005,0.0,0.0,proteins/cell
Best Strain,P46923,0.0,0.0,proteins/cell
Best Strain,P0AEK4,0.0,1.4015853653933926e-06,proteins/cell
Best Strain,P39300,0.0,0.0,proteins/cell
Best Strain,P11553,0.0,0.0,proteins/cell
Best Strain,P77399,0.0,0.0,proteins/cell
Best Strain,P0A955,0.0,0.0,proteins/cell
Best Strain,P0ADF6,0.0,0.0,proteins/cell
Best Strain,P0ACV0,0.0,0.0,proteins/cell
Best Strain,P24205,0.0,0.0,proteins/cell
Best Strain,P0ACV2,0.0,0.0,proteins/cell
Best Strain,Q46890,0.0,0.0,proteins/cell
Best Strain,P0AB87,0.0,0.0,proteins/cell
Best Strain,P0A6P9,0.0,20.96060626999752,proteins/cell
Best Strain,P19925,0.0,0.0,proteins/cell
