Study ID,Study Name,Study Description,Study Contact,Line ID,Line Name,Line Description,Control,Strain(s),Line Experimenter,Line Contact,Protocol ID,Protocol Name,Assay ID,Assay Name,Type,Formal Type ID,Measurement Updated,X Units,Y Units,0.0
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5284,yRL7-281,None,F,,,,1,Targeted Proteomics,5344,yRL7-281,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,18404.27333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5284,yRL7-281,None,F,,,,1,Targeted Proteomics,5344,yRL7-281,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,18091.79
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5285,yRL7-260,None,F,,,,1,Targeted Proteomics,5345,yRL7-260,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,1916.22333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5285,yRL7-260,None,F,,,,1,Targeted Proteomics,5345,yRL7-260,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,2496.26667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5285,yRL7-260,None,F,,,,1,Targeted Proteomics,5345,yRL7-260,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,31567.67667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5285,yRL7-260,None,F,,,,1,Targeted Proteomics,5345,yRL7-260,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,17514.19
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5286,yRL7-254,None,F,,,,1,Targeted Proteomics,5346,yRL7-254,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,9925.83
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5286,yRL7-254,None,F,,,,1,Targeted Proteomics,5346,yRL7-254,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,3490.04
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5286,yRL7-254,None,F,,,,1,Targeted Proteomics,5346,yRL7-254,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,18501.31667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5286,yRL7-254,None,F,,,,1,Targeted Proteomics,5346,yRL7-254,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,17369.35667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5287,yRL7-277,None,F,,,,1,Targeted Proteomics,5347,yRL7-277,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,7472.97
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5287,yRL7-277,None,F,,,,1,Targeted Proteomics,5347,yRL7-277,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,3524.57
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5287,yRL7-277,None,F,,,,1,Targeted Proteomics,5347,yRL7-277,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,37980.82333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5287,yRL7-277,None,F,,,,1,Targeted Proteomics,5347,yRL7-277,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,19610.06667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5288,yRL7-272,None,F,,,,1,Targeted Proteomics,5348,yRL7-272,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,12314.74
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5288,yRL7-272,None,F,,,,1,Targeted Proteomics,5348,yRL7-272,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,5166.85
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5288,yRL7-272,None,F,,,,1,Targeted Proteomics,5348,yRL7-272,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,57354.28667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5288,yRL7-272,None,F,,,,1,Targeted Proteomics,5348,yRL7-272,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,13396.88
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5289,yRL7-256,None,F,,,,1,Targeted Proteomics,5349,yRL7-256,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,2782.87
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5289,yRL7-256,None,F,,,,1,Targeted Proteomics,5349,yRL7-256,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,3451.34333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5289,yRL7-256,None,F,,,,1,Targeted Proteomics,5349,yRL7-256,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,45602.56333
